"citation_number","citation_issued_datetime","violation","violation_desc","citation_location","vehicle_plate_state","vehicle_plate","fine_amount","date_added","the_geom",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"773138925","2009-10-30T20:29:00.000","V22500E","DRIVEWAY","1125 HAMPSHIRE ST","CA","5JTL293","88","2009-10-30T00:00:00.000","POINT (-122.407079023 37.75359301700007)","53","53","3","2","20"
"770675205","2009-09-15T14:39:00.000","T315A","RESIDENTL","1537 CLAY ST","CA","5DYL346","63","2009-09-15T00:00:00.000",,,,,,
"770786693","2009-09-08T12:10:00.000","T37C","ST CLEANIN","4300 ANZA ST","CA","6EWT299","53","2009-09-08T00:00:00.000","POINT (-122.49453496299998 37.77785799800006)","8","8","8","4","29"
"773080173","2009-10-28T10:21:00.000","T37C","ST CLEANIN","150 SHRADER ST","CA","6HVJ861","53","2009-10-28T00:00:00.000","POINT (-122.45237398999996 37.77342698900003)","24","24","7","11","18"
"770808054","2009-09-07T12:38:00.000","T202.1","PRK MTR #1","810 EDDY ST","CA","5FHE283","63","2009-09-07T00:00:00.000","POINT (-122.42124896599995 37.782990992000066)","100","100","4","11","39"
"771304273","2009-09-16T11:49:00.000","T37C","ST CLEANIN","1812 WEBSTER ST","CA","4KJT001","53","2009-09-16T00:00:00.000","POINT (-122.43169801399995 37.78770401000003)","101","101","4","11","30"
"770528301","2009-09-05T15:09:00.000","T202","PRK METER","1912 POLK ST","CA","4MMJ439","53","2009-09-05T00:00:00.000","POINT (-122.42136581299997 37.794303752000076)","105","105","4","3","32"
"745504690","2009-09-01T16:33:00.000","T202.1","PRK MTR #1","1522 PACIFIC AVE","CA","7T53415","63","2009-09-01T00:00:00.000","POINT (-122.42034145299999 37.79526693100007)","105","105","4","3","32"
"772821501","2009-10-27T08:47:00.000","T37C","ST CLEANIN","477 29TH ST","CA","6K37902","53","2009-10-27T00:00:00.000",,,,,,
"1001904094","2009-09-02T08:02:00.000","V22500E","DRIVEWAY","1435 ALABAMA","CA","5LGZ048","88","2009-09-02T00:00:00.000",,,,,,
"772101212","2009-10-26T16:10:00.000","T202","PRK METER","2219 CHESTNUT ST","CA","5VCT072","53","2009-10-26T00:00:00.000","POINT (-122.43981102599997 37.800233992000074)","17","17","4","6","13"
"770925573","2009-09-17T11:34:00.000","T38B","YEL ZONEDN","78 STEVENSON ST","CA","8C19454","73","2009-09-17T00:00:00.000","POINT (-122.40038072699997 37.78925526300003)","108","108","6","10","8"
"770063965","2009-09-02T11:14:00.000","V22502A","OVR 18 "" C","523 COLE ST","CA","6GOP824","48","2009-09-02T00:00:00.000","POINT (-122.45042949799995 37.770256913000026)","25","25","7","11","3"
"769764973","2009-09-02T12:32:00.000","V22514","FIRE HYD","701 SANSOME ST","CA","4C77564","88","2009-09-02T00:00:00.000",,,,,,
"770919645","2009-09-16T09:02:00.000","T37C","ST CLEANIN","2 SCHWERIN ST","CA","1NRV974","53","2009-09-16T00:00:00.000","POINT (-122.41023743999995 37.713259135000044)","75","75","9","9","40"
"770508491","2009-09-03T12:15:00.000","T37C","ST CLEANIN","1484 GOLDEN GATE AVE","CA","4JEX015","53","2009-09-03T00:00:00.000","POINT (-122.43501196699998 37.77938099000005)","97","97","4","11","39"
"740795263","2009-09-08T17:17:00.000","T202","PRK METER","3242 21ST ST","CA","4D02471","53","2009-09-08T00:00:00.000","POINT (-122.41984989999997 37.75704223900004)","53","53","3","2","20"
"770497243","2009-09-10T03:04:00.000","T37C","ST CLEANIN","1324 COLUMBUS AVE","IN","632NAB","53","2009-09-10T00:00:00.000",,,,,,
"770678834","2009-09-10T11:30:00.000","T58A","BLK WHEELS","170 DUBOCE AVE","CA","CDNFAST","48","2009-09-10T00:00:00.000","POINT (-122.42396595999998 37.77001999700008)","27","27","1","5","20"
"771026395","2009-09-14T15:44:00.000","T202","PRK METER","1444 HAIGHT ST","CA","1B88541","53","2009-09-14T00:00:00.000","POINT (-122.44627498199998 37.770377988000064)","25","25","7","11","3"
"771008711","2009-09-11T17:50:00.000","T58A","BLK WHEELS","2707 LAGUNA ST","CA","6HJU487","48","2009-09-11T00:00:00.000","POINT (-122.430566038 37.796279997000056)","102","102","4","6","13"
"770802874","2009-09-15T15:22:00.000","V22500H","DBL PARK","421 CAPP ST","CA","6GPP699","78","2009-09-15T00:00:00.000","POINT (-122.41791900399994 37.759911002000024)","53","53","3","2","20"
"770768843","2009-09-16T15:00:00.000","T315A","RESIDENTL","1050 STANYAN ST","CA","5LRW575","63","2009-09-16T00:00:00.000","POINT (-122.45232001099998 37.76473399100007)","29","29","7","11","3"
"770864301","2009-09-07T15:48:00.000","T202.1","PRK MTR #1","246 02ND ST","CA","5L35101","63","2009-09-07T00:00:00.000","POINT (-122.33759226199999 37.57530582000004)",,,,,
"771057722","2009-09-18T12:21:00.000","T202","PRK METER","3209 PIERCE ST","CA","5MCA102","53","2009-09-18T00:00:00.000","POINT (-122.43955202499995 37.79967600800006)","17","17","4","6","13"
"771125261","2009-09-15T15:10:00.000","T202","PRK METER","2810 24TH ST","CA","5SJH215","53","2009-09-15T00:00:00.000","POINT (-122.408575026 37.75306001200005)","53","53","3","2","20"
"769550670","2009-09-09T15:54:00.000","T202","PRK METER","134 06TH ST","CA","6FYT522","53","2009-09-09T00:00:00.000","POINT (-122.33929351999996 37.57411916500007)",,,,,
"772821464","2009-10-27T08:41:00.000","T37C","ST CLEANIN","230 VALLEY ST","CA","5UEH855","53","2009-10-27T00:00:00.000","POINT (-122.42757797399997 37.744617005000066)","84","84","9","5","22"
"772521142","2009-10-27T10:17:00.000","T202","PRK METER","1507 LAGUNA ST","CA","6ECU525","53","2009-10-27T00:00:00.000","POINT (-122.42807667599999 37.78512426300006)","101","101","4","11","15"
"771116990","2009-09-17T17:26:00.000","T315A","RESIDENTL","196 RUSS ST","CA","4ZAN539","63","2009-09-17T00:00:00.000","POINT (-122.40691455799998 37.777706634000026)","32","32","1","10","34"
"812145795","2012-05-02T09:52:00.000","V22500F","ON SIDEWLK","97 CLINTON PARK","CA","2GAL077","105","2012-05-02T00:00:00.000",,,,,,
"772400834","2009-10-22T15:18:00.000","T32A.2","TWAWY ZONE","430 MCALLISTER ST","CA","5YFP596","73","2009-10-22T00:00:00.000","POINT (-122.41913872899994 37.78027346700003)","21","21","4","10","36"
"770614423","2009-09-04T13:28:00.000","T37C","ST CLEANIN","343 WOOLSEY ST","CA","5MAE342","53","2009-09-04T00:00:00.000",,,,,,
"770389406","2009-09-11T17:29:00.000","T202.1","PRK MTR #1","112 GOLDEN GATE AVE","CA","5MZE508","63","2009-09-11T00:00:00.000","POINT (-122.41250920799996 37.78211659100003)","20","20","5","10","36"
"770197643","2009-09-08T12:08:00.000","T202","PRK METER","3250 17TH ST","CA","3BFR161","53","2009-09-08T00:00:00.000","POINT (-122.41871997799996 37.76370398100005)","53","53","3","2","20"
"PD20717804","2009-10-23T01:39:00.000","V22500I","BUS ZONE","2488 SAN BRUNO","CA","2EMT978","253","2009-10-23T00:00:00.000","POINT (-122.40499402499995 37.73028298600008)","91","91","2","2","25"
"770892065","2009-09-16T20:33:00.000","T32A.2","TWAWY ZONE","666 ILLINOIS ST","CA","8U56399","73","2009-09-16T00:00:00.000","POINT (-122.38790063999994 37.763516106000054)","55","55","2","9","26"
"772432006","2009-10-28T11:21:00.000","V5201B","PLATECOVER","5 FREDERICK ST","CA","BYLWSLH","63","2009-10-28T00:00:00.000",,,,,,
"772955665","2009-10-23T12:25:00.000","T37C","ST CLEANIN","3557 22ND ST","CA","6CFK648","53","2009-10-23T00:00:00.000",,,,,,
"772906676","2009-10-22T12:11:00.000","T37C","ST CLEANIN","746 32ND AVE","CA","5MCE099","53","2009-10-22T00:00:00.000","POINT (-122.49167799099996 37.77507902000008)","8","8","8","4","29"
"770417653","2009-09-04T14:43:00.000","T202","PRK METER","409 CORTLAND AVE","CA","6EWL437","53","2009-09-04T00:00:00.000","POINT (-122.41752203699997 37.73935798900004)","83","83","9","2","2"
"769733171","2009-09-15T12:40:00.000","T202.1","PRK MTR #1","1 MAIN ST","OR","M625266","63","2009-09-15T00:00:00.000","POINT (-122.39629605999994 37.79318943000004)","108","108","6","10","8"
"770913205","2009-09-10T06:13:00.000","T37C","ST CLEANIN","2020 LOMBARD ST","CA","6CXW668","53","2009-09-10T00:00:00.000","POINT (-122.43490300299999 37.80026798000006)","17","17","4","6","13"
"770790532","2009-09-04T08:48:00.000","T37C","ST CLEANIN","185 RIVOLI ST","CA","8P68393","53","2009-09-04T00:00:00.000","POINT (-122.45047372899995 37.76228243500003)","114","114","7","11","3"
"770375126","2009-09-03T16:34:00.000","T202","PRK METER","1533 HAIGHT ST","CA","6ANP061","53","2009-09-03T00:00:00.000","POINT (-122.44747816599994 37.76986009400008)","25","25","7","11","3"
"30462843T","2009-09-18T17:05:00.000","TC127D","FAILTODISP","ON TRAIN",,,"75","2009-09-18T00:00:00.000","POINT (-122.41963999999996 37.777120000000025)","21","21","4","10","36"
"770696581","2009-09-07T15:14:00.000","T202","PRK METER","916 VALENCIA ST","CA","3MHV403","53","2009-09-07T00:00:00.000","POINT (-122.42128493099995 37.75821142400008)","52","52","3","5","20"
"30462644T","2009-09-09T21:01:00.000","TC127D","FAILTODISP","MEZZ",,,"75","2009-09-09T00:00:00.000","POINT (-122.41963999999996 37.777120000000025)","21","21","4","10","36"
"770616921","2009-09-06T08:56:00.000","T58A","BLK WHEELS","407 40TH AVE","CA","4YLL718","48","2009-09-06T00:00:00.000","POINT (-122.50119295999997 37.78102598000004)","8","8","8","4","29"
"770512164","2009-09-04T09:04:00.000","T37C","ST CLEANIN","2621 SAN JOSE AVE","CA","5LCU013","53","2009-09-04T00:00:00.000","POINT (-122.45006301599994 37.71620398700003)","81","81","10","1","24"
"770666175","2009-09-08T08:49:00.000","T37C","ST CLEANIN","919 FULTON ST","CA","5NHJ763","53","2009-09-08T00:00:00.000",,,,,,
"771226186","2009-09-18T11:14:00.000","V22500A","PK INTER","66 BELLE AVE","CA","3GNW158","88","2009-09-18T00:00:00.000",,,,,,
"770483055","2009-09-03T14:25:00.000","T315A","RESIDENTL","615 YORK ST","CA","4NDW025","63","2009-09-03T00:00:00.000",,,,,,
"771873270","2009-10-23T13:47:00.000","V22500H","DBL PARK","1075 CALIFORNIA ST","CA","5P44128","78","2009-10-23T00:00:00.000","POINT (-122.41208402599995 37.791395987000044)","16","16","6","3","21"
"771004846","2009-09-18T14:39:00.000","V5200","NO PLATES","6003 GEARY BLVD","CA","DLR64007","103","2009-09-18T00:00:00.000",,,,,,
"769057461","2009-09-01T16:47:00.000","T32A.1","TWAWY ZN#1","617 GEARY ST","CA","5LGZ009","73","2009-09-01T00:00:00.000","POINT (-122.41344462899997 37.78664092100007)","20","20","6","10","36"
"769496523","2009-09-01T10:15:00.000","T202","PRK METER","1710 WASHINGTON ST","CA","3LMD765","53","2009-09-01T00:00:00.000","POINT (-122.42144738099995 37.79330697700004)","105","105","4","3","32"
"770290006","2009-09-17T14:54:00.000","T315A","RESIDENTL","253 GUERRERO ST","CA","5XJH746","63","2009-09-17T00:00:00.000",,,,,,
"772815400","2009-10-28T09:26:00.000","T37C","ST CLEANIN","609 CASTRO ST","CA","5NNF623","53","2009-10-28T00:00:00.000","POINT (-122.43454903499997 37.75908601400005)","115","115","3","5","5"
"770814203","2009-09-18T15:07:00.000","T202.1","PRK MTR #1","9 GRANT AVE","CA","8P00157","63","2009-09-18T00:00:00.000","POINT (-122.40495333999996 37.78697877800005)","19","19","6","3","8"
"771955870","2009-10-24T18:48:00.000","T38C","WHITE ZONE","1031 KEARNY ST","CA","4WKE299","88","2009-10-24T00:00:00.000","POINT (-122.40573397899999 37.79757998800005)","106","106","6","3","23"
"771061642","2009-09-19T15:38:00.000","T202","PRK METER","18 WEST PORTAL AVE","PA","HCH4372","53","2009-09-19T00:00:00.000","POINT (-122.46605478299995 37.740717122000035)","46","46","10","8","41"
"770998351","2009-09-10T10:51:00.000","T202.1","PRK MTR #1","427 CALIFORNIA ST","CA","8U41588","63","2009-09-10T00:00:00.000","POINT (-122.40173652299995 37.792963447000034)","108","108","6","3","8"
"772863464","2009-10-26T17:13:00.000","T315A","RESIDENTL","2555 SACRAMENTO ST","CA","5PZY496","63","2009-10-26T00:00:00.000","POINT (-122.43504599799996 37.78955100500008)","102","102","4","6","30"
"770069134","2009-09-01T12:45:00.000","T202","PRK METER","936 VALENCIA ST","CA","5NQR705","53","2009-09-01T00:00:00.000","POINT (-122.42125264499998 37.75791732400006)","52","52","3","5","20"
"771354614","2009-09-18T09:44:00.000","T37C","ST CLEANIN","198 LANDERS ST","CA","6N75573","53","2009-09-18T00:00:00.000","POINT (-122.42765235999997 37.76462183700005)","37","37","3","5","5"
"1001411224","2009-10-22T08:17:00.000","V22502A","OVR 18 "" C","4001 MORAGA","CA","5YGN822","48","2009-10-22T00:00:00.000",,,,,,
"770189674","2009-09-07T11:10:00.000","T202","PRK METER","3207 21ST ST","CA","6M94826","53","2009-09-07T00:00:00.000","POINT (-122.419124652 37.756937038000046)","53","53","3","2","20"
"770768703","2009-09-16T12:10:00.000","T315A","RESIDENTL","1570 12TH AVE","CA","5WKV373","63","2009-09-16T00:00:00.000","POINT (-122.46897200199999 37.75887701100004)","109","109","10","8","14"
"773077756","2009-10-28T12:27:00.000","T37C","ST CLEANIN","447 HOFFMAN AVE","CA","5KMV564","53","2009-10-28T00:00:00.000",,,,,,
"770965565","2009-09-16T19:35:00.000","T32.10","OFF ST PRK","62 PARKLOT 3252 PIERCE","CA","6EZC176","53","2009-09-16T00:00:00.000","POINT (-122.43917400099997 37.800175989000024)","17","17","4","6","13"
"30717783T","2009-09-20T20:36:00.000","TC127D","FAILTODISP","WEST PORTAL",,,"75","2009-09-20T00:00:00.000","POINT (-122.46748999999994 37.739900000000034)","46","46","10","8","41"
"769973875","2009-09-14T00:41:00.000","T37C","ST CLEANIN","521 16TH ST","CA","4LTU156","53","2009-09-14T00:00:00.000",,,,,,
"771258364","2009-09-18T01:21:00.000","V5204A","REG TABS","745 ALABAMA ST","CA","5NXB880","63","2009-09-18T00:00:00.000","POINT (-122.41156133499999 37.759843267000065)","53","53","3","2","20"
"770554816","2009-09-08T08:11:00.000","T37C","ST CLEANIN","1400 FELL ST","CA","5VZZH447","53","2009-09-08T00:00:00.000",,,,,,
"771080450","2009-09-16T12:46:00.000","T315A","RESIDENTL","2175 GROVE ST","CA","6HKB108","63","2009-09-16T00:00:00.000","POINT (-122.45175891299999 37.774103927000056)","24","24","7","11","18"
"771211943","2009-09-20T06:49:00.000","T37C","ST CLEANIN","455 ELLIS ST","CA","5WOB443","53","2009-09-20T00:00:00.000","POINT (-122.41364096399997 37.78447199000004)","20","20","5","10","36"
"770181322","2009-09-01T12:23:00.000","V5200","NO PLATES","03 FRANCISCO ST","CA","4ZYG171","103","2009-09-01T00:00:00.000",,,,,,
"770511276","2009-09-03T08:41:00.000","T37C","ST CLEANIN","138 HAROLD AVE","CA","6EAV955","53","2009-09-03T00:00:00.000",,,,,,
"769093345","2009-09-16T12:48:00.000","T37C","ST CLEANIN","646 MORAGA AVE","CA","5RAE817","53","2009-09-16T00:00:00.000",,,,,,
"770406442","2009-09-10T16:12:00.000","T32A.1","TWAWY ZN#1","219 SUTTER ST","CA","4XTZ519","73","2009-09-10T00:00:00.000","POINT (-122.40433194899998 37.789693930000055)","19","19","6","3","8"
"770896324","2009-09-08T21:24:00.000","V22514","FIRE HYD","704 NORTH POINT ST","CA","6DQM833","88","2009-09-08T00:00:00.000","POINT (-122.41891996999999 37.80610199400007)","99","99","6","6","32"
"770301232","2009-09-03T12:23:00.000","T202","PRK METER","464 27TH AVE","CA","8N07801","53","2009-09-03T00:00:00.000","POINT (-122.48688455099995 37.78080821800006)","8","8","8","4","29"
"772920842","2009-10-26T11:38:00.000","T202.1","PRK MTR #1","106 POLK ST","CA","5E18022","63","2009-10-26T00:00:00.000","POINT (-122.41800981199998 37.77769049400007)","21","21","4","10","36"
"770334843","2009-09-15T16:14:00.000","T315A","RESIDENTL","010 RIZAL ST","CA","5GCA084","63","2009-09-15T00:00:00.000",,,,,,
"772339956","2009-10-27T16:40:00.000","T32A.1","TWAWY ZN#1","237 KEARNY ST","CA","5P44128","83","2009-10-27T00:00:00.000","POINT (-122.40418097999998 37.79031400900004)","19","19","6","3","8"
"PD20183096","2009-09-18T18:47:00.000","V22500I","BUS ZONE","400 HAIGHT ST.","CA","6FAP270","253","2009-09-18T00:00:00.000",,,,,,
"1001875346","2009-09-17T08:02:00.000","T33.1","CNSTR ZONE","2000 POST ST.","CA","4MXC810","53","2009-09-17T00:00:00.000",,,,,,
"771088861","2009-09-16T10:07:00.000","T37C","ST CLEANIN","1711 15TH ST","CA","6EUF508","53","2009-09-16T00:00:00.000","POINT (-122.42226706799994 37.766442066000025)","37","37","3","5","20"
"770571001","2009-09-10T09:23:00.000","T38B","YEL ZONEDN","437 POST ST","CA","8M93821","73","2009-09-10T00:00:00.000","POINT (-122.40900712999996 37.78812781900007)","19","19","6","3","36"
"770561562","2009-09-11T16:53:00.000","T32A.2","TWAWY ZONE","3638 18TH ST","CA","4EUZ155","73","2009-09-11T00:00:00.000","POINT (-122.42472996999999 37.761749992000034)","37","37","3","5","20"
"769762615","2009-09-01T12:14:00.000","T202.1","PRK MTR #1","561 MISSION ST","CA","6L25244","63","2009-09-01T00:00:00.000","POINT (-122.39898317199999 37.78857685500003)","32","32","1","10","8"
"771898352","2009-10-22T10:19:00.000","T38B","YEL ZONEDN","516 WASHINGTON ST","CA","4JGX960","73","2009-10-22T00:00:00.000","POINT (-122.40226504199995 37.79571273400006)","106","106","6","3","6"
"770136824","2009-09-03T14:22:00.000","T315A","RESIDENTL","1801 PIERCE ST","CA","6GSZ946","63","2009-09-03T00:00:00.000","POINT (-122.43696201699998 37.78680798500005)","103","103","4","11","30"
"772717164","2009-10-24T13:01:00.000","T58A","BLK WHEELS","3041 LARKIN ST","CA","6JIU482","48","2009-10-24T00:00:00.000","POINT (-122.42212789399997 37.805889671000045)","98","98","6","6","32"
"769949596","2009-09-08T15:56:00.000","T202","PRK METER","3221 CALIFORNIA ST","CA","3HMW163","53","2009-09-08T00:00:00.000","POINT (-122.44716085399995 37.78714250400003)","11","11","8","6","31"
"770215040","2009-09-15T12:25:00.000","T38B","YEL ZONEDN","661 MISSION ST","CA","4RZM042","73","2009-09-15T00:00:00.000","POINT (-122.40108110399996 37.78688814700007)","32","32","1","10","8"
"768020304","2009-09-14T15:44:00.000","T202","PRK METER","1502 FRANKLIN ST","CA","8N78268","53","2009-09-14T00:00:00.000","POINT (-122.42354134899995 37.78837310900008)","100","100","4","6","39"
"770992375","2009-09-12T10:29:00.000","T202","PRK METER","2903 24TH ST","NV","170UKP","53","2009-09-12T00:00:00.000","POINT (-122.41015405799999 37.75268022200004)","53","53","3","2","20"
"770091980","2009-09-16T16:16:00.000","T202.1","PRK MTR #1","636 POST ST","CA","6CGS337","63","2009-09-16T00:00:00.000","POINT (-122.41242575599995 37.787863171000026)","50","50","6","3","21"
"770315851","2009-09-01T12:31:00.000","T37C","ST CLEANIN","2585 UNION ST","CA","6JHB788","53","2009-09-01T00:00:00.000","POINT (-122.44174397699999 37.796147018000056)","14","14","4","6","13"
"770516202","2009-09-01T11:46:00.000","T202.1","PRK MTR #1","27 NEW MONTGOMERY ST","CA","5B75822","63","2009-09-01T00:00:00.000","POINT (-122.40160627399996 37.78845464800003)","108","108","6","10","8"
"770431421","2009-09-05T11:32:00.000","T202.1","PRK MTR #1","427 CALIFORNIA ST","CA","6GIN260","63","2009-09-05T00:00:00.000","POINT (-122.40173652299995 37.792963447000034)","108","108","6","3","8"
"770952921","2009-09-15T11:23:00.000","T202","PRK METER","1401 TARAVAL ST","CA","2TSK903","53","2009-09-15T00:00:00.000","POINT (-122.48112962299996 37.74272504400005)","40","40","10","7","35"
"772719780","2009-10-25T13:34:00.000","V5204A","REG TABS","27 RICO WAY","CA","4XOH071","63","2009-10-25T00:00:00.000","POINT (-122.43881600999998 37.80464501000006)","17","17","4","6","13"
"770594963","2009-09-05T05:32:00.000","T37C","ST CLEANIN","5812 MISSION ST","CA","5JBH790","53","2009-09-05T00:00:00.000","POINT (-122.45134783999998 37.70933488600008)","66","66","9","1","28"
"770903722","2009-09-08T11:31:00.000","T58A","BLK WHEELS","811 JONES ST","CA","6CLA376","48","2009-09-08T00:00:00.000","POINT (-122.41360492099994 37.78873069900004)","50","50","6","3","21"
"770905693","2009-09-15T11:41:00.000","T202","PRK METER","103 VICENTE ST","CA","5WJB924","53","2009-09-15T00:00:00.000","POINT (-122.46712638599996 37.73970450300004)","46","46","10","8","41"
"772498893","2009-10-22T09:41:00.000","T202","PRK METER","1915 OCEAN AVE","CA","3BJB667","53","2009-10-22T00:00:00.000","POINT (-122.46260101999997 37.72532541900006)","67","67","10","8","41"
"772810673","2009-10-23T08:11:00.000","T37C","ST CLEANIN","100 GUERRERO ST","CA","5GMF275","53","2009-10-23T00:00:00.000","POINT (-122.424640308 37.76967633300006)","37","37","3","5","20"
"770749033","2009-09-18T12:14:00.000","T315A","RESIDENTL","276 14TH AVE","CA","3FIT083","63","2009-09-18T00:00:00.000","POINT (-122.47298283199996 37.78309855500004)","5","5","8","4","29"
"770619802","2009-09-20T11:06:00.000","V22500F","ON SIDEWLK","939 SHOTWELL ST","CA","3WOJ060","103","2009-09-20T00:00:00.000",,,,,,
"770585384","2009-09-10T17:31:00.000","T315A","RESIDENTL","130 SOUTH PARK","CA","2CRR360","63","2009-09-10T00:00:00.000","POINT (-122.38675621099998 37.76904177700004)","34","34","1","10","4"
"770076204","2009-09-01T16:15:00.000","T202","PRK METER","41 WEST PORTAL AVE","CA","BIONDA7","53","2009-09-01T00:00:00.000","POINT (-122.46595803799994 37.74018599500005)","46","46","10","8","41"
"770133523","2009-09-01T15:35:00.000","T38B.1","YL ZN OT/D","2615 MISSION ST","CA","4UVH887","73","2009-09-01T00:00:00.000","POINT (-122.41864412599995 37.754967693000026)","53","53","3","2","20"
"772953086","2009-10-27T08:32:00.000","T37C","ST CLEANIN","783 BUENA VISTA WEST AVE","CA","4W93178","53","2009-10-27T00:00:00.000","POINT (-122.44368899699998 37.768755000000056)","112","112","7","11","3"
"770427696","2009-09-05T11:02:00.000","T202","PRK METER","2119 UNION ST","CA",,"53","2009-09-05T00:00:00.000","POINT (-122.43423496499997 37.79704601900005)","15","15","4","6","13"
"812424222","2012-05-01T16:10:00.000","T32C.2","OVTME PRK","5873 MISSION ST","CA","5KLL055","55","2012-05-01T00:00:00.000",,,,,,
"769546621","2009-09-01T13:39:00.000","T315A","RESIDENTL","2285 VALLEJO ST","CA","5ZTK044","63","2009-09-01T00:00:00.000","POINT (-122.43480161099995 37.79518764800008)","102","102","4","6","30"
"770092772","2009-09-17T12:41:00.000","T202.1","PRK MTR #1","433 JACKSON ST","CA","8F25663","63","2009-09-17T00:00:00.000","POINT (-122.40250882099997 37.79647479800008)","106","106","6","3","6"
"773019111","2009-10-30T07:19:00.000","T37C","ST CLEANIN","1600 20TH AVE","CA","5SNB181","53","2009-10-30T00:00:00.000",,,,,,
"773140185","2009-10-31T10:31:00.000","T58A","BLK WHEELS","23030 FILLMORE ST","CA","6AAY755","48","2009-10-31T00:00:00.000",,,,,,
"770924265","2009-09-11T11:45:00.000","T32A.1","TWAWY ZN#1","98 01ST ST","CA","5B75822","73","2009-09-11T00:00:00.000","POINT (-122.41963999999996 37.777120000000025)","21","21","4","10","36"
"771034482","2009-09-14T12:17:00.000","T37C","ST CLEANIN","7026 FULTON ST","CA","4VML690","53","2009-09-14T00:00:00.000",,,,,,
"770920500","2009-09-16T07:10:00.000","T37C","ST CLEANIN","140 BURROWS ST","CA","5YOJ840","53","2009-09-16T00:00:00.000","POINT (-122.40498396699996 37.72875701900006)","91","91","2","2","25"
"772943452","2009-10-30T09:41:00.000","T202","PRK METER","602 COLE ST","CA","5KKV462","53","2009-10-30T00:00:00.000","POINT (-122.45065824199997 37.769443859000035)","25","25","7","11","3"
"770641594","2009-09-07T02:51:00.000","T37C","ST CLEANIN","2260 MARKET ST","CA","4L80414","53","2009-09-07T00:00:00.000","POINT (-122.43247602199995 37.76516000200007)","28","28","7","5","5"
"770202650","2009-09-01T11:12:00.000","T202","PRK METER","128 GREEN ST","CA","8N34311","53","2009-09-01T00:00:00.000","POINT (-122.40172313299996 37.80049681700007)","77","77","6","3","8"
"772766750","2009-10-26T12:45:00.000","T315A","RESIDENTL","438 LOMBARD ST","CA","6FTM806","63","2009-10-26T00:00:00.000",,,,,,
"770802524","2009-09-14T15:19:00.000","T202","PRK METER","3020 24TH ST","CA","6BZA299","53","2009-09-14T00:00:00.000","POINT (-122.41232189199997 37.75269226000006)","53","53","3","2","20"
"770911212","2009-09-14T07:20:00.000","T37C","ST CLEANIN","855 DOLORES ST","MI","BRF4486","53","2009-09-14T00:00:00.000",,,,,,
"773166472","2009-10-31T02:52:00.000","T37C","ST CLEANIN","678 MISSION ST","CA","6ATC206","53","2009-10-31T00:00:00.000","POINT (-122.40157673899995 37.78667206700004)","32","32","1","10","8"
"772573686","2009-10-23T01:01:00.000","T37C","ST CLEANIN","1200 16TH ST","CA","6HEU088","53","2009-10-23T00:00:00.000",,,,,,
"772800615","2009-10-24T12:35:00.000","V22500E","DRIVEWAY","1324 25TH AVE","AZ","986EPK","88","2009-10-24T00:00:00.000",,,,,,
"772664631","2009-10-23T19:10:00.000","T58A","BLK WHEELS","86 PARK HILL AVE","CA","5DIG964","48","2009-10-23T00:00:00.000","POINT (-122.43943405799996 37.76683243200006)","112","112","7","5","5"
"770570931","2009-09-10T07:19:00.000","T32A.1","TWAWY ZN#1","350 OFARRELL ST","CA","7T44161","73","2009-09-10T00:00:00.000","POINT (-122.41032701099999 37.78642199800004)","20","20","5","3","36"
"770563135","2009-09-11T12:18:00.000","T202.1","PRK MTR #1","531 MISSION ST","CA","8T93293","63","2009-09-11T00:00:00.000","POINT (-122.39835479299995 37.789068566000026)","32","32","1","10","8"
"PD19069971","2009-09-04T18:30:00.000","V5204A","REG TABS","3101 26TH ST.","CA","3VJZ575","63","2009-09-04T00:00:00.000",,,,,,
"772796511","2009-10-29T13:02:00.000","T202.1","PRK MTR #1","502 EDDY ST","CA","8D88328","63","2009-10-29T00:00:00.000","POINT (-122.41599101999998 37.783570550000036)","20","20","5","10","36"
"770739255","2009-09-09T19:17:00.000","V22500F","ON SIDEWLK","1157 PLYMOUTH AVE","CA","6HKC449","103","2009-09-09T00:00:00.000",,,,,,
"770999180","2009-09-12T15:56:00.000","T202.1","PRK MTR #1","521 MONTGOMERY ST","CA","5EWL275","63","2009-09-12T00:00:00.000","POINT (-122.40303171799997 37.79396811400005)","104","104","6","3","6"
"769608862","2009-09-01T11:26:00.000","V22500H","DBL PARK","1111 18TH ST","CA","5FTZ283","78","2009-09-01T00:00:00.000",,,,,,
"32031031T","2012-09-20T14:16:00.000","TC127D","FAILTODISP",,,,"103","2012-09-20T00:00:00.000","POINT (-122.41963999999996 37.777120000000025)","21","21","4","10","36"
"770342893","2009-09-03T12:50:00.000","T202","PRK METER","619 PORTOLA DR","CA","6BRV207","53","2009-09-03T00:00:00.000","POINT (-122.45203713099994 37.74507236900007)","72","72","9","8","41"
"770432703","2009-09-04T02:23:00.000","T37C","ST CLEANIN","460 PINE ST","CA","7J08912","53","2009-09-04T00:00:00.000",,,,,,
"770535264","2009-09-14T13:34:00.000","T202","PRK METER","1317 GRANT AVE","CA","6APN267","53","2009-09-14T00:00:00.000","POINT (-122.40745796899995 37.79906999700006)","106","106","6","3","23"
